URN,schname,pcode_fixed,latitude,longitude
144243,St Philip Howard Catholic School,PO22 0EN,50.833627,-0.644954
142042,St Philip Howard Catholic Voluntary Academy,SK13 8DR,53.441918,-1.957176
142740,St Philip's School,KT9 2HR,51.35772,-0.310797
103013,St Philomena's Catholic High School for Girls,SM5 3PS,51.364287,-0.169753
125453,St Piers School,RH7 6PW,51.174747,0.005123
147113,St Regis Church of England Academy,WV6 8XG,52.598261,-2.183706
149297,St Richard Reynolds Catholic High School,TW1 4LT,51.448,-0.335
114612,St Richard's Catholic College,TN40 1SE,50.842004,0.484497
147142,"St Robert of Newminster Catholic School and Sixth Form College, Washington",NE38 8AF,54.886728,-1.522418
100849,St Saviour's and St Olave's Church of England School,SE1 4AN,51.494663,-0.087577
140537,St Simon Stock Catholic School,ME16 0JP,51.273106,0.496677
116534,St Swithuns,SO21 1HA,51.063626,-1.288771
125402,St Teresa's School,RH5 6ST,51.248143,-0.399658
141835,St Thomas Aquinas Catholic School,B38 8AP,52.40918,-1.946814
140304,St Thomas More Catholic Academy,ST3 2NJ,52.988,-2.147
141716,St Thomas More Catholic Comprehensive School,SE9 2SU,51.447,0.063
137734,St Thomas More Catholic High School,NE29 8LF,55.018165,-1.476725
139764,St Thomas More Catholic High School,CW2 8AE,53.087209,-2.457983
139362,St Thomas More Catholic School,N22 5HN,51.604,-0.107
139517,St Thomas More Catholic School,MK41 7UL,52.16212,-0.462491
141836,St Thomas More Catholic School and Sixth Form College,CV10 7EX,52.5172,-1.48058
137851,"St Thomas More Catholic School, Blaydon",NE21 4BQ,54.961208,-1.722608
104259,"St Thomas More Catholic School, Willenhall",WV14 7BL,52.573469,-2.057045
146128,St Thomas More Catholic Voluntary Academy,SK17 6AF,53.261592,-1.913206
137310,St Thomas More High School,SS0 0BW,51.55452,0.670523
106271,St Thomas More RC College,M34 6AF,53.451092,-2.114325
138950,"St Thomas a Becket Catholic Secondary School, A Voluntary Academy",WF2 6EQ,53.660988,-1.483322
100193,St Ursula's Convent School,SE10 8HN,51.475783,-0.00581
104734,St Vincent's School - A Specialist School for Sensory Impairment and Other Needs,L12 9HN,53.426727,-2.883659
126095,"St Wilfrid's Catholic Comprehensive School, Crawley",RH11 8PG,51.111079,-0.203068
138951,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,WF7 6BD,53.696446,-1.361694
136900,St Wilfrid's Church of England Academy,BB2 2JR,53.74248,-2.494283
142601,St Wilfrid's RC College,NE34 0QA,54.977242,-1.429104
113567,St Wilfrid's School,EX4 4DA,50.725934,-3.539123
110932,St. Andrew's College Cambridge,CB1 2JB,52.195179,0.13154
124471,St. Dominic's Grammar School,ST19 9BA,52.677633,-2.176836
104972,St. Mary's College,L23 5TW,53.488394,-3.026011
139351,"St. Mary's Menston, a Catholic Voluntary Academy",LS29 6AE,53.881767,-1.727834
124489,Stafford Grammar School,ST18 9AT,52.782279,-2.12835
142324,Stafford Hall School,HX3 0AW,53.708891,-1.856828
124467,Stafford Manor High School,ST17 9DJ,52.785698,-2.116795
137164,Staffordshire University Academy,WS12 4JH,52.710844,-2.017098
144991,Staindrop Academy,DL2 3JU,54.577054,-1.811975
141395,Stalham High School,NR12 9DG,52.771863,1.517524
120735,Stamford Endowed Schools,PE9 2BE,52.653702,-0.47518
137600,Stamford Welland Academy,PE9 1HE,52.660156,-0.48161
137847,Stanborough School,AL8 6YR,51.790356,-0.219619
117640,Stanborough Secondary School,WD25 9JT,51.685818,-0.39655
137080,Stanchester Academy,TA14 6UG,50.954903,-2.729071
143812,Standish Community High School,WN6 0NX,53.59269,-2.672941
137880,Stanground Academy,PE7 3BY,52.547783,-0.226112
144618,Stanley High School,PR9 9TF,53.669511,-2.975069
146054,Stanton Vale School,NG10 3NP,52.892342,-1.286686
148835,Stantonbury School,MK14 6BN,52.061509,-0.773036
150715,Star Radcliffe Academy,M26 2SZ,53.563002,-2.32314
149767,Star Salford Academy,M28 0BB,53.527112,-2.418655
147757,Starbank School,B10 9BT,52.471915,-1.833545
134634,Step by Step School Limited,RH19 4HP,51.085589,-0.030377
138253,Stephenson Academy,MK14 6AX,52.066548,-0.764028
137317,Stephenson Studio School,LE67 3TN,52.737065,-1.372534
100977,Stepney All Saints Church of England Secondary School,E1 0RH,51.516251,-0.044212
137552,"Stewards Academy - Science Specialist, Harlow",CM18 7NQ,51.750979,0.093072
148221,Steyning Grammar School,BN44 3RX,50.89302,-0.329362
110581,Stocklake Park Community School,HP20 1DP,51.819708,-0.803815
138137,Stockland Green School,B23 7JH,52.523083,-1.859218
135262,Stockport Academy,SK3 0UP,53.399852,-2.183746
106156,Stockport Grammar School,SK2 7AF,53.389968,-2.142519
106135,Stockport School,SK2 6BW,53.391373,-2.13905
145274,Stocksbridge High School,S36 1FD,53.478055,-1.59724
124865,Stoke College,CO10 8JE,52.059522,0.538641
136626,Stoke Damerel Community College,PL3 4BD,50.381302,-4.159063
140032,Stoke High School - Ormiston Academy,IP2 8PL,52.043101,1.149019
100279,Stoke Newington School and Sixth Form,N16 9EX,51.557886,-0.084609
145179,Stoke Park School,CV2 4JW,52.413782,-1.475312
141930,Stokesley School,TS9 5AL,54.467,-1.183
126512,Stonar School,SN12 8NT,51.389076,-2.217892
119056,Stone Bay School,CT10 1EB,51.366615,1.442843
135547,Stone Hill School,DN5 7UB,53.539,-1.188
141407,Stone Lodge Academy,IP2 9HW,52.045979,1.132812
147059,Stone Lodge School,DA2 6FY,51.445322,0.248823
149665,Stone Lodge Therapeutic School,NN16 8XF,52.413142,-0.769713
135292,Stonegate School,LA2 7BX,54.118897,-2.536894
110579,Stony Dean School,HP7 9JW,51.669742,-0.587921
119817,Stonyhurst College,BB7 9PZ,53.846677,-2.472514
148692,Stopsley High School,LU2 7UX,51.901429,-0.40069
100307,Stormont House School,E5 8NP,51.5527,-0.059437
136757,Stour Valley Community School,CO10 8PJ,52.079727,0.590011
113579,Stover School,TQ12 6QG,50.556345,-3.643922
110548,Stowe School,MK18 5EH,52.031238,-1.017897
145055,Stowmarket High School,IP14 1QR,52.19125,0.979066
143362,Stowupland High School,IP14 4BQ,52.198537,1.028701
151384,Stowupland High School,IP14 4BQ,52.198537,1.028701
137901,Stradbroke High School,IP21 5JN,52.314423,1.27079
137235,Stratford Girls' Grammar School,CV37 9HA,52.190132,-1.725677
136978,Stratford School Academy,E7 9PR,51.540748,0.023092
137236,Stratford Upon Avon School,CV37 9DH,52.19358,-1.720126
143318,Strathmore School,TW1 4DQ,51.448,-0.335
137886,Stratton School,SG18 8JB,52.086636,-0.250193
100648,Streatham & Clapham High School,SW16 1AW,51.434757,-0.137458
136100,StreetVibes Media Academy,SE9 1DA,51.451125,0.049463
106368,Stretford Grammar School,M32 8JB,53.443691,-2.298265
106370,Stretford High School,M32 0XA,53.457203,-2.293706
149401,Strive for Education,HG1 5PD,53.992112,-1.534706
135964,Strood Academy,ME2 2SX,51.398015,0.466151
136874,Stroud High School,GL5 4HF,51.746113,-2.232759
147881,Stuart Bathurst Catholic High School,WS10 9QS,52.563047,-2.006049
147627,Stubbin Wood School,NG20 8QF,53.211746,-1.226919
140965,Studio West,NE5 2SZ,54.994321,-1.698841
136786,Studley High School,B80 7QX,52.27,-1.899
149657,Sturminster Newton High School,DT10 1DT,50.934266,-2.30413
103854,Summerhill School,DY6 9XE,52.495314,-2.180581
124870,Summerhill School,IP16 4HY,52.211262,1.572622
148079,Summit School,CV2 4BF,52.409,-1.492
136529,Sunbury Manor School,TW16 6LF,51.414757,-0.421012
117033,Sunfield Children's Home Ltd,DY9 9PB,52.41892,-2.112528
125458,Sunnydown School,CR3 5ED,51.296685,-0.087942
149151,Sunrise Academy,NR33 8AX,52.449,1.691072
102611,Surbiton High School,KT1 2JT,51.399453,-0.3046
131830,Susi Earnshaw Theatre School,EN5 5SJ,51.6531,-0.199385
134889,Sutherland House School,NG1 1DA,52.956036,-1.140355
136778,Sutton Coldfield Grammar School for Girls,B73 5PT,52.554,-1.83
139063,Sutton Community Academy,NG17 1EE,53.124261,-1.260364
136787,Sutton Grammar School,SM1 4AS,51.365092,-0.18976
103022,Sutton High School GDST,SM1 2AX,51.360879,-0.197611
142940,Sutton House Academy,SS2 5LG,51.552267,0.717666
103877,Sutton School,DY1 2DU,52.504583,-2.104629
118958,Sutton Valence School,ME17 3HL,51.21456,0.593517
136631,Swakeleys School for Girls,UB10 0EJ,51.53731,-0.445065
123331,Swalcliffe Park School CIO,OX15 5EP,52.037197,-1.450996
100973,Swanlea School,E1 5DJ,51.520748,-0.060063
116424,Swanmore College,SO32 2RB,50.940018,-1.188496
103514,Swanshurst School,B13 0TW,52.429667,-1.874164
142741,Swanwick Hall School,DE55 1AE,53.074188,-1.396976
113033,Swanwick School and Sports College,DE55 1AR,53.073786,-1.388578
136580,Swavesey Village College,CB24 4RS,52.294893,-0.005574
135364,Swindon Academy,SN2 1JR,51.58018,-1.790926
143141,Swinton Academy,S64 8JW,53.482867,-1.321395
100096,Swiss Cottage School - Development & Research Centre,NW8 6HX,51.540898,-0.171342
145402,SwitchED2,LA11 6RG,54.224982,-2.840835
140969,Sybil Andrews Academy,IP32 7QB,52.245152,0.760702
100757,"Sydenham High School, GDST",SE26 6BL,51.426834,-0.064101
100741,Sydenham School,SE26 4RD,51.434234,-0.058925
101172,Sylvia Young Theatre School,W1H 5YZ,51.517148,-0.162637
130585,TEC Partnership,DN34 5BQ,53.553451,-0.093359
148243,THE SECRET GARDEN SCHOOL,B46 2RJ,52.507549,-1.656758
136228,TLC The Learning Centre,BR2 8LD,51.380846,0.044856
139179,Tabor Academy,CM7 5XP,51.885592,0.540321
145777,Tadcaster Grammar School,LS24 9NB,53.877491,-1.307339
131531,Tadley Court School,RG26 3TB,51.355957,-1.132873
145129,Take 1 Learning Centre,NG7 6BE,52.965953,-1.168089
113945,Talbot Heath School,BH4 9NJ,50.731479,-1.900962
133779,Talbot House Children's Charity,NE15 8HW,54.996578,-1.738512
107178,Talbot Specialist School,S8 9JP,53.346729,-1.459683
135405,Taliesin Education Ltd,PL14 4DA,50.448653,-4.471612
138435,Tamworth Enterprise College and AET Academy,B77 2NE,52.614397,-1.670782
126064,Tanbridge House School,RH12 1SR,51.065076,-0.351617
147894,Tanfield School,DH9 8AY,54.877194,-1.706806
138069,Tapton School,S10 5RG,53.37538,-1.522076
137768,Tarleton Academy,PR4 6AQ,53.684519,-2.831178
138483,Tarporley High School and Sixth Form College,CW6 0BL,53.153,-2.665
138220,Tauheedul Islam Boys' High School,BB2 2LD,53.742639,-2.488266
141565,Tauheedul Islam Girls' High School,BB2 7AA,53.753222,-2.511321
123914,Taunton School,TA2 6AD,51.026445,-3.115222
139487,Taverham High School,NR8 6HP,52.687287,1.18857
145336,Tavistock College,PL19 8DD,50.541667,-4.154341
132736,"Tawhid Boys School, Tawhid Educational Trust",N16 6PA,51.564731,-0.071437
100300,Tayyibah Girls' School,N16 6JJ,51.566961,-0.062786
135837,Teaseldown School,CO9 3PX,51.98,0.59
138460,Teddington School,TW11 9PJ,51.423227,-0.312457
144496,Teesdale School and Sixth Form,DL12 8HH,54.550028,-1.913115
111768,Teesside High School,TS16 9AT,54.528111,-1.343324
136494,Teign School,TQ12 3JG,50.553418,-3.602288
136495,"Teignmouth Community School, Exeter Road",TQ14 9HZ,50.55044,-3.498551
141883,Temple Learning Academy,LS15 0NN,53.794742,-1.483183
146247,Temple Moor High School,LS15 0PT,53.796542,-1.460905
141169,Tenbury High Ormiston Academy,WR15 8XA,52.304263,-2.598085
137188,Tendring Technology College,CO13 0AZ,51.843306,1.249295
147908,Tennis Avenue School,KT3 6AU,51.387643,-0.252942
116426,Test Valley School,SO20 6HA,51.114339,-1.502484
116502,Testbourne Community School,RG28 7JF,51.225495,-1.335156
137315,Testwood School,SO40 3ZW,50.925476,-1.492535
104407,Tettenhall College Incorporated,WV6 8QX,52.597,-2.167
149227,Tettenhall Wood School,WV6 8XF,52.598127,-2.182347
137752,Tewkesbury Academy,GL20 8DF,51.996389,-2.130965
132237,Thames Christian School,SW11 2FR,51.465717,-0.17326
147853,Thames Park Secondary School,RM17 5FP,51.477918,0.315522
139728,Thames Valley School,RG30 4BZ,51.452114,-1.027953
137237,Thamesmead School,TW17 9EE,51.394646,-0.442245
118879,Thamesview School,DA12 4LF,51.422196,0.398608
146255,The Abbey School,GU9 8DY,51.209371,-0.785965
149893,The Abbey School,ME13 8RZ,51.307172,0.885823
110165,The Abbey School Reading,RG1 5DZ,51.448619,-0.962739
136451,The Academy at Shotton Hall,SR8 1AU,54.749603,-1.352998
144493,The Academy of St Francis of Assisi,L6 7UR,53.417176,-2.944113
136119,The Academy of St Nicholas,L19 5NY,53.355426,-2.89225
137096,"The Academy, Selsey",PO20 9EH,50.735613,-0.790599
115808,The Acorn School,GL6 0BP,51.694532,-2.217621
145430,The Adeyfield Academy,HP2 4DE,51.753323,-0.449001
146793,The Albion Academy,M6 6QT,53.495189,-2.278564
117602,The Aldenham Foundation,WD6 3AJ,51.663244,-0.327918
136237,The Alternative School,BB11 2LP,53.782202,-2.245057
126081,The Angmering School,BN16 4HH,50.821526,-0.483768
135198,The Annex School House,BR8 7PS,51.406615,0.166645
136579,The Appleton School,SS7 5RN,51.563654,0.55187
141210,The Archbishop Lanfranc Academy,CR9 3AS,51.391212,-0.13056
118898,The Archbishop's School,CT2 7AP,51.294086,1.074023
139594,The Archer Academy,N2 8GA,51.59144,-0.169241
136652,The Arnewood School,BH25 6RS,50.750596,-1.663775
138136,The Arthur Terry School,B74 4RZ,52.588646,-1.837016
143901,The Ashcombe School,RH4 1LY,51.238737,-0.32979
137459,The Ashley School,NR32 4EU,52.489035,1.742861
117552,The Astley Cooper School,HP2 7HL,51.775054,-0.448068
137435,The Avenue Special School,RG30 4BZ,51.452114,-1.027953
125764,The Avon Valley School and Performing Arts College,CV21 1EH,52.386958,-1.27652
137759,The Axholme Academy,DN17 4HU,53.601203,-0.827707
147854,The Axis Academy,CW2 8TU,53.096851,-2.479441
135879,The Aylesbury Vale Academy,HP18 0WS,51.835025,-0.853319
141581,The Banovallum School,LN9 6DA,53.202684,-0.109557
105581,The Barlow RC High School and Specialist Science College,M20 6BX,53.414766,-2.220072
141166,The Barnes Wallis Academy,LN4 4PN,53.107,-0.181
135897,The Basildon Upper Academy,SS13 3HL,51.568385,0.504729
136013,The Bay Church of England School,PO36 9BA,50.657794,-1.158509
119044,The Beacon Folkestone,CT19 5DN,51.090404,1.173139
137735,The Beacon School,SM7 1AG,51.315384,-0.215065
139367,The Beaconsfield School,HP9 1SJ,51.602914,-0.640505
145916,The Beaulieu Park School,CM1 6DT,51.761159,0.496891
137409,The Becket School,NG2 7QY,52.927795,-1.154571
148767,The Becklands School,YO43 3GA,53.866666,-0.67657
140854,The Beech Academy,NG19 6DX,53.153805,-1.215069
145169,The Beech House School,KT8 2EJ,51.402,-0.383
139018,The Beeches Independent School,PE3 6AN,52.572212,-0.255333
144378,The Belsteads School,CM3 3PP,51.774,0.487
135174,The Belvedere Academy,L8 3TF,53.385072,-2.957265
112951,The Bemrose School,DE22 3HU,52.916728,-1.501335
135035,The Bewdley School,DY12 1BL,52.373394,-2.305436
142024,The Bicester School,OX26 2NS,51.900597,-1.160684
136861,The Billericay School,CM12 9LH,51.619458,0.4181
143963,The Birley Academy,S12 3BP,53.340297,-1.39697
142284,The Bishop David Brown School,GU21 5RF,51.335889,-0.524758
138491,The Bishop Wand Church of England School,TW16 6LT,51.410641,-0.426071
116991,The Bishop of Hereford's Bluecoat School,HR1 1UU,52.057598,-2.682717
136120,The Bishop of Winchester Academy,BH8 9PW,50.748,-1.849
117577,The Bishop's Stortford High School,CM23 3LU,51.856691,0.162337
136543,The Bishops' Blue Coat Church of England High School,CH3 5XF,53.184345,-2.864406
113888,The Blandford School,DT11 7SQ,50.862238,-2.171448
137133,The Blue Coat CofE School,OL1 3SQ,53.546034,-2.10773
137916,The Blue Coat School,L15 9EE,53.393627,-2.916297
150839,The Blue Coat School Basingstoke,RG22 6HA,51.25374,-1.115123
137285,The Blue School,BA5 2NR,51.212407,-2.654062
140002,The Blyth Academy,NE24 4JP,55.123676,-1.547728
138836,The Bolsover School,S44 6XA,53.227388,-1.271426
139180,The Boston Grammar School,PE21 6JY,52.974398,-0.021028
137874,The Boswells School,CM1 6LY,51.748899,0.490369
139395,The Boulevard Academy,HU3 3QT,53.740935,-0.370992
136125,The Bourne Academy,BH10 5HS,50.756083,-1.898685
142577,The Brakenhale School,RG12 7BA,51.406534,-0.750898
107795,The Branch Christian School,WF13 4LA,53.69704,-1.640546
149137,The Brian Clarke Church of England Academy,OL9 6BP,53.545575,-2.125941
145510,The Bridge,RM1 2RR,51.573173,0.198727
131609,The Bridge Academy,E2 8BA,51.535569,-0.072666
141605,The Bridge Integrated Learning Space,N1 0HY,51.538238,-0.109025
143217,The Bridge School,N7 9LD,51.549574,-0.125604
147162,The Bridge School,IP8 3ND,52.040091,1.106221
123635,The Bridge at HLC,TF1 5NQ,52.701369,-2.486814
103878,The Brier School,DY6 8QN,52.490175,-2.152667
135792,The British Muslim School,B70 8NX,52.52,-2
136576,The Brittons Academy,RM13 7BB,51.536509,0.188512
139181,The Bromfords School,SS12 0LZ,51.605525,0.510297
141487,The Brookfield School,HR4 9NG,52.067,-2.73
149855,The Brookfield School,HR4 9NG,52.067,-2.73
149531,The Brooksbank School,HX5 0QG,53.681252,-1.848989
136396,The Broxbourne School,EN10 7FU,51.740318,-0.023633
137763,The Brunts Academy,NG18 2AT,53.1514,-1.190201
110062,The Bulmershe School,RG5 3EU,51.45295,-0.917996
145952,The Bulwell Academy,NG6 8AQ,53.00717,-1.193037
136719,The Burgate School and Sixth Form,SP6 1EZ,50.93695,-1.786832
142089,The Burgess Hill Academy,RH15 9EA,50.952075,-0.1333
123574,The Burton Borough School,TF10 7DS,52.765427,-2.367455
150363,The Burton Borough School,TF10 7DS,52.765427,-2.367455
138699,The Byrchall High School,WN4 9PQ,53.481249,-2.640678
107562,The Calder Learning Trust,HX7 5QN,53.732621,-1.9753
100054,The Camden School for Girls,NW5 2DB,51.545987,-0.134693
137040,The Campion School,RM11 3BX,51.579933,0.233452
136302,The Canterbury Academy,CT2 8QA,51.27855,1.063133
141931,The Cardinal Vaughan Memorial RC School,W14 8BZ,51.503888,-0.211743
101934,The Cardinal Wiseman Catholic School,UB6 9AW,51.525222,-0.352022
138478,The Castle Rock School,LE67 4BR,52.730258,-1.329318
110182,The Castle School,RG14 2JG,51.415081,-1.327522
136916,The Castle School,TA1 5AU,51.016959,-3.11796
139348,The Castle School,BS35 1HT,51.61542,-2.524165
139343,"The Catholic High School, Chester",CH4 7HS,53.180171,-2.89169
140578,The Cavendish High Academy,WA7 4YX,53.319581,-2.720201
138475,The Cavendish School,BN21 1UE,50.780399,0.260604
116622,The Cedar School,SO16 0XN,50.9423,-1.459829
148027,The Cedars,LE9 8JF,52.585,-1.358
138652,The Cedars Academy,NE9 6QD,54.928254,-1.593767
140787,The Cedars Academy,LE4 4GH,52.685368,-1.1176
139811,The Cedars School,SE19 1RS,51.421513,-0.094502
137594,The Centre School,CB24 8UA,52.282562,0.124777
137215,The Chalfonts Community College,SL9 8TP,51.60983,-0.570212
142069,The Chalfonts Independent Grammar School,HP11 1BJ,51.626933,-0.742507
135337,The Chalk Hills Academy,LU4 0NE,51.896862,-0.491415
136897,The Chantry School,WR6 6QA,52.237385,-2.357789
144015,The Charles Dickens School,CT10 2RL,51.360863,1.422124
139587,The Charter School Bermondsey,SE16 4EE,51.49671,-0.062654
142178,The Charter School East Dulwich,SE22 8RB,51.460244,-0.080149
136298,The Charter School North Dulwich,SE24 9JH,51.456409,-0.089292
137625,The Chase,WR14 3NZ,52.1026,-2.310121
137090,The Chauncy School,SG12 0DP,51.81489,-0.045381
136959,The Cheadle Academy,ST10 1LH,52.981705,-1.989399
137970,The Cherwell School,OX2 7EE,51.774982,-1.261458
134902,The Children's Trust School,KT20 5RU,51.293887,-0.224863
109746,The Chiltern School,LU5 5PX,51.914,-0.505
144509,The City Academy Bristol,BS5 9JH,51.460252,-2.562168
135835,"The City Academy, Hackney",E9 6EA,51.54873,-0.048935
148878,The City of Leicester College,LE5 6LN,52.626096,-1.062299
121261,The Clare School,NR4 7AU,52.620443,1.262708
138885,The Clarendon Academy,BA14 0DJ,51.311558,-2.21784
116430,The Clere School,RG20 9HP,51.349386,-1.320973
136986,The Coleshill School,B46 3EX,52.484963,-1.705942
117672,The Collett School,HP1 1TQ,51.756736,-0.481745
137190,The Commonweal School,SN1 4JE,51.548469,-1.787033
123564,"The Community College, Bishop's Castle",SY9 5AY,52.488459,-2.996216
139601,The Complete Works,E1 7SA,51.516995,-0.071854
136418,The Compton School,N12 0QG,51.608522,-0.161059
141069,The Cooper School,OX26 4RS,51.908044,-1.144991
136600,The Coopers' Company and Coborn School,RM14 3HS,51.556161,0.260015
119893,The Coppice School,PR5 6GY,53.732569,-2.654665
141187,The Coppice Spring Academy,RG22 5TH,51.248917,-1.120717
137336,The Corbet School,SY4 2AX,52.794069,-2.850551
140308,The Cornelius Vermuyden School,SS8 9QS,51.526247,0.569356
139258,The Cornerstone Academy,BH15 4BQ,50.715451,-2.003276
112082,The Cornwall Independent School,TR27 4HY,50.177853,-5.424917
136611,The Corsham School,SN13 9DF,51.430464,-2.192355
138287,The Costello School,RG21 4AL,51.261904,-1.07895
136292,The Cotswold Academy,GL54 2BD,51.888451,-1.758319
110533,The Cottesloe School,LU7 0NY,51.894543,-0.720838
138743,"The County High School, Leftwich",CW9 8EZ,53.241617,-2.506157
139418,The Courtyard Islington,N7 8LT,51.548178,-0.106926
138038,The Cowplain School,PO8 8RY,50.892042,-1.025934
141325,The Crestwood School,DY6 8QG,52.490634,-2.151386
137294,The Crompton House Church of England Academy,OL2 7HS,53.581626,-2.109512
139182,The Crossley Heath School,HX3 0HG,53.711647,-1.878136
136578,The Crypt School,GL2 5AE,51.839329,-2.251992
121771,The Dales School,DL7 9QW,54.323,-1.497
148338,The De Montfort School,WR11 1DQ,52.085111,-1.938792
138421,The Dean Academy,GL15 5DZ,51.72199,-2.537296
147086,The Deanery CE Academy,SN1 7DA,51.545,-1.809
106534,The Deanery Church of England High School and Sixth Form College,WN1 1HQ,53.548068,-2.637581
151305,The Deanery CofE Academy,SN1 7DA,51.545,-1.809
143639,The Deanes,SS7 2TD,51.568316,0.599291
135995,The Deenway Montessori School,RG1 4QZ,51.453907,-0.964388
137873,The Deepings School,PE6 8NF,52.673793,-0.298087
105355,The Derby High School,BL9 9NH,53.582746,-2.307597
137684,The Dorcan Academy,SN3 5DA,51.560204,-1.730302
103855,The Dormston School,DY3 1SN,52.541177,-2.118621
137925,The Douay Martyrs Catholic School,UB10 8QY,51.559962,-0.444436
110102,The Downs School,RG20 6AD,51.513262,-1.253376
122362,The Duchess's Community High School,NE66 2DH,55.398279,-1.697596
139062,The Dukeries Academy,NG22 9TH,53.208041,-1.001579
118990,The Dulwich School Cranbrook,TN17 3NP,51.094009,0.558656
138214,The Duston School,NN5 6XA,52.247,-0.956
137812,The Earls High School,B63 3SL,52.4528,-2.05059
144494,The East Manchester Academy,M11 3DS,53.47796,-2.19671
136106,The Eastbourne Academy,BN22 9RQ,50.802257,0.269706
137284,The Eastwood Academy,SS9 5UU,51.56383,0.664114
136505,The Ecclesbourne School,DE56 4GS,52.985795,-1.491022
115464,The Edith Borthwick School,CM7 2YN,51.887,0.536
138076,The Elizabethan Academy,DN22 7PY,53.33132,-0.951646
101941,The Ellen Wilkinson School for Girls,W3 0HW,51.517062,-0.286492
144309,The Elmgreen School,SE27 9BZ,51.438561,-0.10385
134815,The Elms Academy,SW4 9ET,51.457387,-0.141186
105354,The Elton High School,BL8 1RN,53.600707,-2.327054
148453,The Emmbrook School,RG41 1JP,51.421682,-0.851915
148732,The Emscote School,CV34 5JB,52.289656,-1.573908
139625,"The Eresby School, Spilsby",PE23 5HU,53.173227,0.08977
140633,The Excel Academy,ST1 6LG,53.045945,-2.158802
131062,The Excelsior Academy,E8 2EY,51.55166,-0.071759
131124,The Faculty of Queen Ethelburga's,YO26 9SS,54.028977,-1.294252
136278,The Fallibroome Academy,SK10 4AF,53.270746,-2.1598
137577,The Farnley Academy,LS12 5EU,53.783068,-1.620476
138593,The Featherstone Academy,WF7 5AJ,53.675668,-1.342177
139988,The Ferrers School,NN10 8LF,52.303602,-0.587557
141841,The FitzWimarc School,SS6 8EB,51.588624,0.610557
148831,The Fitzroy Academy,SY5 8PR,52.686754,-2.843375
144638,The Five Islands Academy,TR21 0NA,49.913984,-6.309107
149695,The Flagship School,TN34 2AE,50.879254,0.592592
137837,The Folkestone School for Girls,CT20 3RB,51.076769,1.151158
126065,The Forest School,RH13 5NT,51.059419,-0.306267
139853,The Forest School,RG41 5NE,51.431624,-0.877387
147819,The Forest School,HG5 0DQ,54.012027,-1.455256
116593,The Forum School,DT11 0QS,50.902254,-2.254588
134587,The Fountain School,BD5 8BP,53.775962,-1.75313
146070,The Fountains High School,DE13 0HB,52.83212,-1.640878
138326,The Frances Bardsley Academy for Girls,RM1 2RR,51.573173,0.198727
146907,The Friary School,WS13 7EW,52.694379,-1.847276
141135,The Fulham Boys School,SW6 5BD,51.479079,-0.19993
131165,The Fulham Prep School Ltd,W14 9SD,51.486649,-0.210516
147858,The Fusion Academy,LE9 8AG,52.573093,-1.335199
145954,The Gainsborough Academy,DN21 1PB,53.408812,-0.755693
100311,The Garden School,N16 8BZ,51.554163,-0.078462
144687,The Garibaldi School,NG19 0JX,53.1613,-1.131848
136000,The Gateshead Cheder Primary School,NE8 3HY,54.959,-1.597
133114,The Gateway Academy,RM16 4LU,51.477583,0.364241
122162,The Gateway School,NN12 8AA,52.15909,-0.966611
141038,The Gatwick School,RH10 9TP,51.139147,-0.161974
137926,The Gilberd School,CO4 9PU,51.915751,0.91744
148185,The Giles Academy,PE22 9LD,53.029563,0.098595
100369,The Godolphin and Latymer School,W6 0PG,51.495325,-0.229956
108113,The Grammar School At Leeds,LS17 8GS,53.865231,-1.51854
147785,The Grange Academy,WD23 3AA,51.646268,-0.369592
135834,The Grange Learning Centre,DL15 0TY,54.712343,-1.663728
110488,The Grange School,HP21 7NH,51.809176,-0.799104
111471,The Grange School,CW8 1LU,53.248,-2.544
141378,The Grange School,BH23 3AU,50.740817,-1.755665
144617,The Grange School,WA7 5DX,53.334827,-2.717304
120330,The Grange Therapeutic School,LE15 8LY,52.67105,-0.818414
139673,The Grangefield Academy,TS18 4LE,54.566655,-1.341374
146167,The Greater Horseshoe School,TQ12 6RH,50.577747,-3.655486
141225,The Green Room School,SL4 5BU,51.481287,-0.621803
145479,The Green Room School Kingsley,GU35 9LU,51.139674,-0.868757
144515,The Green School for Boys,TW7 6AU,51.477775,-0.323189
139989,The Green School for Girls,TW7 5BB,51.479113,-0.32494
116568,The Gregg School,SO18 2GF,50.9318,-1.357764
138313,The Grey Coat Hospital,SW1P 2DY,51.496031,-0.134529
145917,The Grove,N17 6AR,51.590389,-0.096466
146580,The Grove School,TF9 1HF,52.905794,-2.477343
122385,The Grove Special School,TD15 2EN,55.757264,-2.01339
138471,The Gryphon School,DT9 4EQ,50.95908,-2.513524
140326,The Halifax Academy,HX2 0BA,53.724,-1.894
116413,The Hamble School,SO31 4NE,50.8733,-1.326704
111482,The Hammond,CH2 4ES,53.216777,-2.853392
147720,The Harbour School,PO2 8RA,50.822527,-1.090544
148236,The Harbour School,CB6 3RR,52.355293,0.182386
149197,The Harleston Sancroft Academy (a 3-16 Church of England School),IP20 9DD,52.400168,1.294807
102950,The Harrodian School,SW13 9QN,51.480619,-0.247145
137100,The Hart School,WS15 2UE,52.756568,-1.957906
